STATE,ST_CASE,VEH_NO,AGE,SEX,DRINKING,DRUGS,DOA,AgeCat
37,370849,1,26,1,0,0,0,17-32
17,170157,3,38,1,0,0,0,33-48
12,120609,3,39,1,0,0,0,33-48
6,63016,1,80,1,0,0,0,65 and Above
13,130267,2,43,1,0,0,0,33-48
13,130162,1,19,2,0,0,0,17-32
26,260911,38,40,1,0,0,0,33-48
48,481015,0,28,1,0,0,1,17-32
8,80439,1,48,1,0,0,1,33-48
39,390560,2,57,2,0,0,0,49-64
12,121801,2,68,1,1,0,0,65 and Above
37,370440,3,9,2,0,0,0,0-16
40,400073,1,38,1,0,0,0,33-48
26,260486,2,33,2,0,0,0,33-48
18,180463,1,46,1,0,0,0,33-48
13,131323,1,40,2,1,1,0,33-48
48,482424,1,37,2,0,1,1,33-48
37,370542,1,70,2,0,0,0,65 and Above
13,130580,1,23,1,0,0,1,17-32
49,490047,1,37,1,0,0,1,33-48
1,10414,1,73,1,0,0,0,65 and Above
26,260224,2,26,1,0,0,0,17-32
6,61004,2,31,1,0,0,0,17-32
20,200012,1,31,1,0,0,1,17-32
54,540245,1,21,2,0,1,0,17-32
19,190051,1,20,1,1,0,0,17-32
24,240317,2,28,1,0,0,0,17-32
25,250282,1,32,1,0,1,0,17-32
42,421066,2,56,1,0,0,0,49-64
17,170373,2,61,2,0,0,0,49-64
33,330009,2,31,2,0,0,0,17-32
17,170730,1,88,2,0,0,0,65 and Above
37,370075,1,25,2,0,0,0,17-32
4,40747,0,34,1,0,1,0,33-48
27,270295,0,60,2,0,0,0,49-64
13,130613,2,76,1,0,0,1,65 and Above
24,240313,1,52,1,0,0,0,49-64
37,370080,1,26,1,1,0,0,17-32
19,190091,2,58,1,1,0,0,49-64
6,61364,1,67,1,0,0,0,65 and Above
12,121831,2,67,1,0,0,1,65 and Above
31,310089,2,63,2,0,0,1,49-64
13,130369,1,23,1,1,1,0,17-32
13,131191,1,34,2,0,0,0,33-48
19,190265,2,38,1,0,0,0,33-48
28,280234,1,57,1,0,0,0,49-64
37,370189,1,79,2,0,0,0,65 and Above
48,482544,0,22,1,1,1,1,17-32
12,120728,2,34,1,0,0,0,33-48
12,122648,3,69,2,0,0,0,65 and Above
4,40614,0,59,1,0,0,0,49-64
12,120159,1,24,2,0,0,1,17-32
56,560031,2,66,1,0,0,0,65 and Above
26,260100,1,49,1,0,0,0,49-64
42,420775,1,21,1,0,0,1,17-32
18,180250,1,30,2,0,0,1,17-32
37,370627,0,23,1,0,0,0,17-32
47,470521,1,7,2,0,0,0,0-16
55,550272,1,19,2,0,0,0,17-32
21,210633,2,49,1,0,0,0,49-64
28,280479,1,49,2,0,0,0,49-64
8,80063,2,58,1,0,0,0,49-64
15,150019,2,39,2,0,0,0,33-48
6,62864,0,7,2,0,0,0,0-16
45,450712,2,19,2,0,0,0,17-32
54,540042,1,41,1,0,0,0,33-48
13,130861,1,6,2,0,0,0,0-16
12,121335,1,33,2,1,1,0,33-48
48,480157,0,35,1,0,0,0,33-48
40,400042,1,47,1,0,0,0,33-48
6,60994,1,9,2,0,0,0,0-16
41,410149,1,20,2,0,0,1,17-32
18,180030,1,15,1,1,1,0,0-16
6,60908,1,48,1,0,0,0,33-48
34,340385,1,17,2,0,0,1,17-32
18,180067,2,41,2,0,0,0,33-48
32,320099,2,27,2,1,1,1,17-32
34,340293,0,60,1,0,1,1,49-64
45,450310,2,22,2,0,0,0,17-32
19,190072,0,45,2,0,0,1,33-48
20,200094,1,17,2,0,0,1,17-32
18,180637,0,52,1,0,0,0,49-64
22,220700,2,26,1,0,0,0,17-32
26,260166,1,33,1,0,0,0,33-48
34,340463,0,37,1,1,1,0,33-48
6,61641,1,33,1,1,0,0,33-48
45,450796,2,35,1,0,0,0,33-48
13,130117,1,81,1,0,0,1,65 and Above
6,61985,2,41,1,0,0,0,33-48
39,390132,0,29,1,0,0,1,17-32
22,220495,3,19,2,0,0,1,17-32
6,60818,1,57,1,0,0,1,49-64
12,121287,2,50,1,0,0,0,49-64
21,210010,1,27,1,0,0,1,17-32
39,390967,1,21,1,0,1,0,17-32
45,450753,4,36,2,0,0,0,33-48
12,121424,1,21,2,0,0,0,17-32
35,350213,2,29,2,0,0,0,17-32
13,130051,1,39,1,1,0,0,33-48
39,390327,2,64,1,0,0,1,49-64
6,60832,1,34,1,0,0,0,33-48
6,62559,2,80,1,0,0,0,65 and Above
6,62816,0,60,1,0,0,0,49-64
34,340018,2,93,1,0,0,0,65 and Above
51,510193,2,17,2,0,0,0,17-32
40,400291,2,25,1,0,0,0,17-32
39,390010,2,48,1,0,0,0,33-48
6,61187,1,52,2,0,0,0,49-64
1,10744,2,46,1,0,0,0,33-48
8,80502,1,40,2,0,0,0,33-48
13,130495,1,23,2,0,0,0,17-32
6,62467,1,23,1,0,0,0,17-32
18,180493,2,34,1,0,0,0,33-48
38,380074,3,21,1,0,0,0,17-32
1,10736,0,75,1,0,0,0,65 and Above
47,470633,2,74,2,0,0,0,65 and Above
40,400316,1,54,1,0,0,0,49-64
4,40225,0,51,1,0,0,0,49-64
6,60351,1,32,1,1,0,1,17-32
2,20031,1,35,1,0,0,0,33-48
42,420689,1,82,2,0,0,0,65 and Above
23,230102,2,54,2,0,0,0,49-64
12,122481,0,36,2,0,0,0,33-48
42,420455,1,20,2,0,1,1,17-32
18,180782,2,46,1,0,0,0,33-48
12,121345,0,40,2,0,0,0,33-48
45,450132,1,25,1,1,0,0,17-32
1,10758,0,35,1,0,0,1,33-48
56,560086,1,18,1,0,1,0,17-32
17,170032,1,67,1,0,0,0,65 and Above
6,63083,2,38,1,0,0,0,33-48
12,120040,1,65,2,0,0,0,65 and Above
32,320129,1,45,1,1,0,0,33-48
56,560048,1,63,1,1,0,0,49-64
12,122332,2,31,2,0,0,0,17-32
1,10672,2,49,1,0,0,0,49-64
19,190262,1,26,2,1,0,1,17-32
26,260821,1,17,2,1,0,1,17-32
6,62458,1,19,2,1,1,1,17-32
12,120290,1,51,2,0,0,0,49-64
21,210066,1,27,1,0,0,1,17-32
4,40396,1,88,1,0,0,0,65 and Above
41,410156,1,57,2,0,0,0,49-64
6,61620,2,40,1,0,0,0,33-48
28,280174,0,11,1,0,0,0,0-16
12,122277,1,62,2,0,1,1,49-64
20,200263,1,39,1,1,0,0,33-48
48,482820,2,71,2,0,0,0,65 and Above
39,390818,1,48,1,0,0,1,33-48
6,61340,1,79,2,0,0,0,65 and Above
4,40696,5,40,2,0,0,0,33-48
12,122040,2,46,1,0,0,0,33-48
8,80350,2,14,1,0,0,0,0-16
20,200069,1,28,1,1,1,0,17-32
49,490050,1,80,1,0,0,0,65 and Above
27,270039,1,68,1,0,0,0,65 and Above
13,130603,1,48,1,1,0,0,33-48
28,280167,2,18,1,0,0,0,17-32
26,260752,1,60,1,0,0,0,49-64
48,480595,1,74,1,1,0,1,65 and Above
32,320182,1,66,1,0,0,0,65 and Above
47,470736,2,73,1,0,0,0,65 and Above
24,240027,1,44,1,0,0,0,33-48
18,180140,1,58,1,0,0,1,49-64
13,130294,1,30,1,0,0,1,17-32
26,260067,2,56,1,0,0,0,49-64
21,210658,1,35,1,0,0,0,33-48
18,180162,1,30,1,0,0,0,17-32
12,121247,1,55,1,0,1,0,49-64
12,120245,0,55,2,0,0,0,49-64
40,400459,1,73,2,0,0,0,65 and Above
40,400227,2,28,2,0,0,0,17-32
42,420026,0,65,1,0,0,0,65 and Above
8,80496,1,26,2,0,0,0,17-32
45,450871,1,48,1,0,0,1,33-48
51,510434,1,17,2,0,0,0,17-32
27,270112,2,81,1,0,0,0,65 and Above
39,390715,3,26,2,0,0,0,17-32
21,210120,2,19,1,0,0,0,17-32
28,280372,1,56,1,0,0,0,49-64
13,130827,1,62,2,0,0,0,49-64
24,240451,1,51,1,0,0,0,49-64
6,60644,1,48,2,0,0,0,33-48
6,60749,3,68,1,0,0,0,65 and Above
8,80349,2,22,2,0,0,0,17-32
6,63085,1,91,1,0,0,0,65 and Above
39,390451,2,27,1,0,0,0,17-32
8,80030,1,58,1,0,1,0,49-64
51,510334,1,75,1,1,0,0,65 and Above
30,300078,1,10,1,0,0,0,0-16
47,470663,2,13,2,0,0,0,0-16
56,560031,0,34,1,0,0,0,33-48
12,122131,3,47,1,0,0,0,33-48
6,61061,0,25,1,0,0,0,17-32
56,560028,0,32,1,0,0,1,17-32
39,390216,1,24,1,0,0,1,17-32
26,260385,1,28,1,0,0,1,17-32
8,80438,1,26,1,1,0,0,17-32
28,280080,1,32,1,0,0,0,17-32
31,310146,2,41,1,0,0,0,33-48
47,470893,1,36,1,0,0,1,33-48
6,60932,2,16,1,0,0,0,0-16
37,370033,2,39,2,0,0,0,33-48
22,220464,1,71,1,0,1,1,65 and Above
21,210559,0,30,2,0,0,1,17-32
40,400020,1,75,1,0,0,0,65 and Above
6,60430,1,76,1,0,0,0,65 and Above
4,40212,0,28,1,1,0,1,17-32
26,260285,2,52,1,0,0,0,49-64
48,482842,0,55,1,1,0,1,49-64
47,470711,2,30,1,0,0,0,17-32
12,122560,3,21,1,0,0,0,17-32
37,370973,2,46,1,0,0,0,33-48
35,350131,1,7,2,0,0,0,0-16
1,10528,0,35,1,1,0,1,33-48
6,61155,2,54,1,0,0,0,49-64
28,280385,2,48,2,0,0,0,33-48
39,390532,1,21,2,0,0,1,17-32
13,130566,3,33,1,0,0,0,33-48
26,260144,1,25,1,0,0,0,17-32
34,340207,1,21,1,0,0,0,17-32
40,400237,3,33,1,0,0,0,33-48
8,80317,2,31,1,0,0,0,17-32
6,60425,1,71,1,0,0,0,65 and Above
12,122370,2,20,1,0,0,0,17-32
22,220246,1,31,1,1,1,0,17-32
42,420203,1,57,2,0,0,1,49-64
41,410325,0,44,2,0,0,1,33-48
51,510276,1,50,1,0,0,0,49-64
1,10571,2,36,2,0,0,0,33-48
31,310029,1,71,1,0,0,1,65 and Above
6,60869,4,50,1,0,0,0,49-64
21,210318,2,34,2,0,0,0,33-48
13,130614,2,64,1,0,0,0,49-64
27,270035,1,56,1,0,0,0,49-64
24,240228,2,22,2,0,0,0,17-32
5,50372,3,24,2,0,0,0,17-32
22,220084,1,32,2,0,1,0,17-32
11,110021,1,23,1,1,0,0,17-32
17,170410,1,23,1,1,1,1,17-32
51,510647,1,37,2,0,0,0,33-48
10,100055,1,46,1,0,0,0,33-48
28,280299,2,31,2,0,0,0,17-32
46,460080,1,24,1,0,0,0,17-32
42,420910,2,47,1,0,0,0,33-48
12,121856,1,22,1,0,0,0,17-32
22,220306,1,35,1,0,0,0,33-48
21,210403,1,55,1,0,0,0,49-64
6,61700,2,54,2,0,0,0,49-64
47,470123,2,79,2,0,0,1,65 and Above
26,260247,1,61,1,0,0,0,49-64
17,170585,1,16,1,0,0,0,0-16
28,280174,1,51,2,0,0,0,49-64
34,340111,0,50,1,0,1,1,49-64
6,60674,1,57,2,0,0,0,49-64
12,120017,1,56,1,0,0,0,49-64
34,340199,2,42,1,0,0,0,33-48
47,470316,2,63,1,0,0,0,49-64
12,122300,1,27,1,0,0,0,17-32
50,500012,1,22,1,0,0,0,17-32
6,62913,1,7,1,0,0,0,0-16
26,260022,2,54,1,0,0,0,49-64
34,340504,0,40,1,0,1,1,33-48
21,210210,1,41,1,0,0,1,33-48
21,210233,2,62,1,0,0,0,49-64
32,320121,1,36,1,0,0,0,33-48
28,280472,1,32,1,0,0,1,17-32
6,62591,2,89,1,0,0,0,65 and Above
30,300050,1,59,1,0,0,0,49-64
54,540243,1,46,1,0,0,0,33-48
45,450866,1,36,1,0,0,0,33-48
6,62809,1,26,1,0,0,0,17-32
1,10582,1,55,1,0,0,0,49-64
42,420122,0,53,1,0,0,0,49-64
47,470675,1,34,1,1,1,0,33-48
4,40708,2,45,1,0,0,0,33-48
6,62976,2,23,2,0,0,0,17-32
46,460009,0,55,1,0,0,1,49-64
37,370164,1,39,1,0,0,0,33-48
42,420852,1,20,2,0,0,0,17-32
18,180148,2,72,2,0,0,1,65 and Above
42,420430,1,17,2,0,0,0,17-32
22,220507,0,5,1,0,0,0,0-16
31,310131,3,33,2,0,0,0,33-48
18,180181,0,25,1,0,0,1,17-32
13,130377,1,39,1,0,0,0,33-48
45,450559,1,74,1,0,0,1,65 and Above
22,220044,2,68,1,0,0,0,65 and Above
48,482452,1,36,1,1,0,0,33-48
21,210277,2,57,1,0,0,0,49-64
40,400437,1,17,1,0,0,0,17-32
12,122784,1,38,1,1,1,1,33-48
12,121052,1,28,1,0,0,1,17-32
12,122283,1,51,1,1,0,1,49-64
47,470083,1,20,1,0,0,0,17-32
8,80217,1,20,2,1,0,0,17-32
37,370362,2,7,2,0,0,0,0-16
10,100093,2,45,1,0,0,0,33-48
26,260883,0,4,1,0,0,0,0-16
26,260334,0,44,1,0,0,0,33-48
17,170280,1,29,1,0,0,0,17-32
17,170133,2,41,1,0,0,0,33-48
42,420289,0,10,2,0,0,0,0-16
8,80047,0,5,1,0,0,0,0-16
42,420260,1,57,1,1,1,1,49-64
4,40535,0,62,1,1,0,1,49-64
9,90113,1,25,1,0,0,0,17-32
34,340159,1,24,1,0,0,0,17-32
13,131177,1,58,2,0,0,0,49-64
6,62928,2,55,2,0,0,0,49-64
13,131040,1,72,2,0,0,0,65 and Above
47,470572,1,29,1,0,0,0,17-32
17,170312,1,47,2,0,0,0,33-48
6,60838,1,40,1,0,0,0,33-48
21,210392,1,43,1,0,0,1,33-48
4,40740,0,73,2,0,0,1,65 and Above
12,121645,1,66,2,0,0,0,65 and Above
13,131302,1,55,1,0,0,1,49-64
13,130731,1,17,1,0,0,0,17-32
26,260510,1,52,1,0,0,0,49-64
18,180733,2,31,1,0,0,0,17-32
18,180793,1,56,1,1,1,0,49-64
6,62024,1,52,1,0,1,1,49-64
51,510294,3,51,1,0,0,0,49-64
41,410119,1,48,2,0,0,0,33-48
16,160022,2,58,1,1,1,1,49-64
6,63119,1,82,1,0,0,0,65 and Above
17,170608,1,23,2,0,0,0,17-32
12,122111,3,64,2,0,0,0,49-64
12,121687,1,19,1,0,0,0,17-32
6,60049,1,22,2,1,0,0,17-32
37,371010,1,63,2,0,0,1,49-64
21,210073,1,39,1,0,0,1,33-48
13,130659,1,13,1,0,0,0,0-16
6,62778,1,25,1,0,0,0,17-32
12,122772,1,37,1,1,0,0,33-48
38,380023,1,42,1,0,1,0,33-48
22,220137,2,34,1,0,0,0,33-48
6,62298,1,20,2,0,0,0,17-32
12,122363,1,57,1,0,1,1,49-64
50,500041,1,20,1,1,1,1,17-32
42,420177,2,16,2,0,1,0,0-16
13,130714,2,38,1,1,0,0,33-48
37,371058,1,16,1,0,0,1,0-16
28,280100,1,37,2,0,0,0,33-48
42,420257,1,81,1,0,0,0,65 and Above
26,260156,1,39,2,0,0,0,33-48
6,60447,2,58,1,0,0,1,49-64
47,470877,1,14,1,0,0,0,0-16
13,130556,0,17,2,0,0,0,17-32
12,122543,1,28,1,0,0,0,17-32
12,121147,2,20,1,1,1,1,17-32
39,390096,13,30,1,0,0,0,17-32
32,320266,1,49,1,0,0,0,49-64
6,61428,1,31,1,0,0,0,17-32
12,121572,1,41,1,0,0,0,33-48
6,62214,2,41,1,0,0,0,33-48
20,200272,2,64,1,0,0,0,49-64
12,121170,1,76,1,0,0,0,65 and Above
12,122711,1,69,1,0,0,0,65 and Above
42,420930,2,79,1,0,0,0,65 and Above
12,121971,0,42,1,0,0,0,33-48
47,470568,2,50,1,0,0,1,49-64
21,210372,3,46,1,0,0,0,33-48
40,400408,2,26,1,0,0,0,17-32
12,122014,1,19,1,0,0,0,17-32
6,62504,1,49,1,0,0,0,49-64
12,120150,1,36,1,0,0,0,33-48
10,100076,0,82,1,0,0,0,65 and Above
31,310100,1,29,2,0,0,0,17-32
12,122217,1,82,1,0,0,1,65 and Above
4,40433,1,77,2,0,0,0,65 and Above
6,60715,1,20,1,0,0,0,17-32
6,60516,1,47,1,0,0,0,33-48
6,62388,2,29,1,0,0,0,17-32
8,80296,1,34,2,1,0,1,33-48
40,400368,1,31,1,0,0,0,17-32
20,200194,1,51,1,0,0,0,49-64
12,121007,1,59,2,0,0,0,49-64
34,340105,1,24,2,0,0,0,17-32
34,340356,1,94,1,0,0,0,65 and Above
54,540181,1,27,1,0,0,0,17-32
37,370623,1,78,2,0,0,1,65 and Above
12,122421,1,90,2,0,0,0,65 and Above
4,40156,3,33,1,0,0,0,33-48
40,400199,1,47,2,0,0,0,33-48
42,420115,1,66,2,1,0,1,65 and Above
8,80267,1,42,1,0,0,1,33-48
21,210180,1,51,1,0,0,0,49-64
21,210691,1,17,1,0,0,1,17-32
13,130822,1,31,2,0,0,0,17-32
6,62853,2,48,1,0,0,0,33-48
47,470883,1,44,1,0,0,0,33-48
18,180065,2,31,1,0,0,0,17-32
37,370166,3,37,1,0,0,0,33-48
26,260285,1,20,1,0,1,0,17-32
47,470632,1,57,1,0,0,0,49-64
37,370315,0,28,2,0,0,1,17-32
42,420074,1,43,1,0,0,0,33-48
42,420884,1,29,1,1,0,1,17-32
12,120870,2,38,2,0,0,0,33-48
12,122576,2,33,2,0,0,0,33-48
20,200027,3,27,1,0,0,0,17-32
37,370998,1,32,1,1,0,1,17-32
45,450790,3,29,2,0,0,0,17-32
26,260053,0,21,1,1,0,1,17-32
8,80169,2,5,2,0,0,0,0-16
6,60596,1,45,1,0,0,0,33-48
17,170243,2,43,1,0,0,0,33-48
47,470283,2,54,1,0,0,0,49-64
12,120083,0,45,1,0,1,1,33-48
39,390716,2,63,1,0,0,0,49-64
8,80451,1,96,1,0,0,0,65 and Above
4,40824,1,42,1,0,0,0,33-48
42,420359,2,21,2,0,0,0,17-32
27,270035,2,23,2,0,0,0,17-32
6,62051,1,68,1,0,0,0,65 and Above
6,61005,1,37,1,1,0,0,33-48
5,50227,2,60,1,0,0,0,49-64
39,390824,2,33,1,0,0,0,33-48
26,260875,0,53,2,0,0,0,49-64
12,120495,1,55,1,0,0,0,49-64
21,210049,3,45,1,0,0,1,33-48
26,260549,1,48,1,0,0,0,33-48
28,280491,1,29,1,0,0,0,17-32
8,80390,0,53,1,0,0,0,49-64
49,490006,2,46,1,0,0,0,33-48
39,390171,2,63,1,0,0,0,49-64
8,80306,1,70,2,0,0,0,65 and Above
12,121265,2,27,1,0,0,0,17-32
32,320008,2,20,1,0,0,0,17-32
51,510506,1,23,2,0,0,0,17-32
37,370275,1,2,1,0,0,0,0-16
27,270042,1,32,1,1,0,0,17-32
13,130731,1,19,1,0,0,0,17-32
17,170184,1,21,1,0,0,0,17-32
1,10241,2,78,1,0,0,0,65 and Above
12,122800,1,24,1,1,1,1,17-32
39,390691,1,30,2,0,1,1,17-32
42,420039,2,50,1,0,0,0,49-64
39,390285,2,91,1,0,0,0,65 and Above
12,121675,0,29,1,0,1,1,17-32
47,470369,1,73,1,0,0,0,65 and Above
39,390568,0,34,1,0,0,1,33-48
12,121859,2,23,1,0,0,0,17-32
26,260386,2,57,1,0,0,0,49-64
54,540155,1,21,2,1,1,0,17-32
55,550069,1,86,1,0,0,1,65 and Above
24,240123,1,22,1,0,0,0,17-32
45,450815,1,41,1,0,0,0,33-48
12,121750,1,42,2,0,0,0,33-48
37,370051,0,42,1,0,0,1,33-48
32,320060,0,50,1,0,1,1,49-64
45,450765,1,68,1,0,0,0,65 and Above
31,310075,1,50,1,0,0,0,49-64
37,370951,1,78,2,0,0,1,65 and Above
1,10782,1,31,1,0,0,0,17-32
20,200140,2,65,2,0,0,0,65 and Above
39,390312,1,60,1,0,0,0,49-64
12,120126,2,65,1,0,0,1,65 and Above
37,370512,0,61,1,0,0,0,49-64
19,190201,1,31,1,0,1,0,17-32
13,130247,1,16,2,0,0,1,0-16
30,300028,1,31,2,0,0,0,17-32
6,61282,1,41,2,0,0,0,33-48
26,260799,0,32,1,0,0,0,17-32
28,280256,1,21,1,0,0,1,17-32
42,420153,1,36,1,1,0,0,33-48
48,482247,0,48,1,0,1,0,33-48
47,470080,1,56,1,0,0,0,49-64
2,20028,2,29,2,0,0,0,17-32
39,390430,1,67,2,0,0,0,65 and Above
51,510291,1,19,2,0,0,0,17-32
42,420846,2,55,2,0,0,0,49-64
12,122465,2,73,1,0,0,0,65 and Above
34,340366,1,61,1,0,0,1,49-64
42,420035,2,60,1,0,0,0,49-64
12,122541,1,62,1,1,0,0,49-64
20,200086,1,51,1,1,0,1,49-64
42,420058,0,49,1,0,0,1,49-64
13,130161,1,70,1,0,0,1,65 and Above
51,510411,1,63,1,0,0,0,49-64
32,320100,1,34,1,1,0,0,33-48
30,300174,1,60,1,0,0,0,49-64
55,550336,2,21,1,0,0,0,17-32
37,370545,1,33,2,0,0,0,33-48
41,410402,1,22,1,0,0,0,17-32
47,470261,2,27,2,0,0,0,17-32
34,340527,3,55,1,0,0,0,49-64
22,220556,1,55,1,1,0,1,49-64
26,260092,0,15,1,0,0,0,0-16
6,60906,0,48,1,1,0,0,33-48
12,122571,1,44,1,0,0,0,33-48
13,130293,2,66,2,0,0,0,65 and Above
15,150021,2,11,1,0,0,0,0-16
6,60408,1,63,1,0,0,0,49-64
45,450470,1,20,1,0,0,0,17-32
12,122256,1,41,1,0,0,0,33-48
37,370631,0,29,1,1,0,0,17-32
13,130325,2,46,1,0,0,0,33-48
13,130194,1,30,2,0,0,0,17-32
45,450245,1,58,1,0,0,1,49-64
39,390217,1,23,1,1,0,0,17-32
41,410277,1,44,1,0,0,0,33-48
18,180733,1,87,1,0,0,1,65 and Above
6,62703,1,75,1,1,0,0,65 and Above
17,170354,2,43,1,0,0,0,33-48
12,121527,2,28,1,0,0,0,17-32
48,481294,1,45,1,1,1,1,33-48
6,62044,0,38,2,0,0,0,33-48
26,260799,1,26,2,0,0,0,17-32
12,120292,1,35,2,0,0,0,33-48
31,310021,1,26,1,0,0,0,17-32
39,390177,2,75,1,0,0,0,65 and Above
21,210370,2,68,1,0,0,0,65 and Above
12,122399,1,54,1,0,0,0,49-64
21,210267,2,23,1,0,0,1,17-32
8,80459,1,40,1,0,0,1,33-48
42,420267,1,27,2,0,0,0,17-32
31,310208,1,22,2,0,0,0,17-32
21,210287,1,73,2,0,0,0,65 and Above
4,40118,3,24,2,0,0,0,17-32
37,370539,2,21,2,0,0,0,17-32
33,330016,1,40,1,0,1,1,33-48
48,482798,1,54,1,0,0,0,49-64
34,340124,1,50,1,1,0,1,49-64
37,371088,1,78,1,1,0,0,65 and Above
13,130294,1,3,1,0,0,0,0-16
12,121994,1,18,1,0,0,0,17-32
30,300195,1,19,1,1,1,0,17-32
40,400442,1,45,2,0,0,0,33-48
6,62702,4,34,1,0,0,0,33-48
6,60393,2,58,1,0,0,1,49-64
26,260621,1,45,2,0,0,0,33-48
34,340138,4,27,2,0,0,0,17-32
38,380091,2,10,1,0,0,0,0-16
4,40696,6,45,1,0,0,0,33-48
13,130251,3,21,2,0,0,0,17-32
12,122773,3,29,1,0,0,0,17-32
5,50321,2,49,1,0,0,0,49-64
42,420213,2,23,1,0,0,0,17-32
22,220467,2,51,2,0,1,0,49-64
39,390213,1,43,1,1,1,1,33-48
26,260335,2,92,1,0,0,0,65 and Above
42,420837,1,29,1,1,0,1,17-32
6,61444,0,55,2,0,0,1,49-64
28,280175,1,49,1,0,0,0,49-64
56,560070,2,39,1,0,0,0,33-48
18,180227,1,22,1,1,1,0,17-32
42,420141,1,49,2,0,0,0,49-64
37,370699,0,46,1,0,0,0,33-48
12,122175,4,57,2,0,0,0,49-64
6,61387,0,37,1,0,0,0,33-48
42,420159,2,32,1,0,0,0,17-32
6,61677,2,40,2,0,0,1,33-48
26,260424,1,43,1,1,0,1,33-48
54,540203,1,51,2,0,0,0,49-64
6,60989,2,45,1,0,0,0,33-48
34,340224,3,23,1,0,0,0,17-32
39,390882,1,18,1,0,1,0,17-32
8,80386,2,10,2,0,0,0,0-16
48,481238,3,58,1,0,1,0,49-64
55,550369,2,38,1,0,0,0,33-48
48,482574,1,29,1,0,0,1,17-32
6,62883,1,19,1,0,0,0,17-32
37,370267,2,76,2,0,0,0,65 and Above
41,410048,2,28,1,0,0,0,17-32
12,122143,1,29,2,0,0,1,17-32
8,80238,1,0,1,0,0,0,0-16
45,450660,2,32,1,0,0,0,17-32
32,320158,1,58,2,0,0,1,49-64
12,120064,0,56,1,1,1,1,49-64
42,420361,1,25,1,0,0,0,17-32
38,380065,2,47,1,0,0,0,33-48
37,370584,1,24,1,0,0,1,17-32
51,510407,1,50,1,0,0,0,49-64
16,160196,2,55,1,0,0,0,49-64
34,340347,0,38,1,1,0,0,33-48
13,130353,1,64,1,0,0,1,49-64
12,120069,1,42,2,0,0,0,33-48
54,540021,2,31,1,0,0,0,17-32
37,371140,3,24,2,0,0,1,17-32
39,390776,1,21,1,0,0,0,17-32
6,62333,2,23,2,0,0,0,17-32
24,240081,2,69,2,0,0,0,65 and Above
6,61989,3,56,1,0,0,0,49-64
34,340111,1,20,2,0,0,0,17-32
12,121857,0,82,1,0,0,0,65 and Above
26,260809,1,58,1,0,0,1,49-64
12,120140,1,19,1,0,0,0,17-32
28,280231,0,18,1,0,0,1,17-32
47,470747,2,10,1,0,0,0,0-16
34,340532,1,29,1,1,1,1,17-32
16,160002,2,43,2,0,0,0,33-48
39,390903,1,28,2,0,0,0,17-32
1,10072,1,28,2,0,0,0,17-32
39,390212,0,42,2,0,0,0,33-48
34,340224,1,27,1,0,0,0,17-32
47,470924,2,24,2,1,1,0,17-32
12,122202,2,40,2,0,0,0,33-48
6,61204,1,30,1,1,0,0,17-32
39,390082,0,55,1,0,0,0,49-64
4,40070,2,45,2,0,0,0,33-48
37,370792,1,19,2,0,0,0,17-32
8,80013,1,22,2,0,0,1,17-32
12,121185,1,57,1,0,0,0,49-64
27,270196,2,16,2,0,0,0,0-16
48,482536,1,20,2,0,0,1,17-32
53,530348,1,54,1,0,1,0,49-64
42,420132,1,20,1,0,0,0,17-32
37,370382,2,41,2,0,0,0,33-48
47,470890,2,18,1,0,0,0,17-32
42,420515,2,80,1,0,0,0,65 and Above
26,260457,1,27,1,1,0,0,17-32
6,62040,1,17,2,0,0,0,17-32
47,470156,2,47,1,0,0,0,33-48
47,470025,3,47,1,0,0,0,33-48
6,61853,1,64,1,0,0,1,49-64
54,540055,2,39,1,0,0,0,33-48
50,500010,1,41,2,0,0,1,33-48
41,410285,1,52,1,1,1,1,49-64
21,210391,2,42,1,0,0,1,33-48
45,450069,1,21,1,0,0,1,17-32
26,260763,1,77,1,0,0,0,65 and Above
40,400070,1,32,2,0,0,0,17-32
45,450248,1,30,2,0,0,0,17-32
47,470414,3,55,1,0,0,1,49-64
24,240096,2,68,2,0,0,0,65 and Above
6,61382,1,66,2,1,0,1,65 and Above
39,391004,2,73,1,0,0,0,65 and Above
26,260584,1,62,1,1,1,0,49-64
45,450324,2,51,1,0,0,0,49-64
41,410099,2,52,1,0,0,0,49-64
12,122401,0,51,1,0,0,0,49-64
12,122187,1,84,2,0,0,0,65 and Above
4,40421,2,21,1,0,0,0,17-32
37,370088,3,77,1,0,0,0,65 and Above
37,370834,2,22,1,0,0,0,17-32
32,320238,1,21,1,0,1,0,17-32
51,510376,1,18,1,1,1,0,17-32
12,122428,1,46,1,0,0,0,33-48
39,390322,1,37,2,0,0,1,33-48
54,540038,1,68,2,0,0,1,65 and Above
45,450778,1,31,1,0,0,0,17-32
22,220081,1,56,1,0,1,0,49-64
4,40379,2,76,1,0,0,0,65 and Above
47,470788,2,66,1,0,0,1,65 and Above
12,121947,4,69,1,0,0,0,65 and Above
27,270380,2,25,1,0,0,0,17-32
6,60954,0,25,1,0,0,1,17-32
12,120049,2,76,2,0,0,0,65 and Above
17,170745,1,26,2,0,0,0,17-32
2,20027,2,3,2,0,0,0,0-16
20,200060,2,51,1,0,0,0,49-64
47,470256,1,9,2,0,0,0,0-16
